expression,reading,meaning,tags,guid,ความหมาย
病院,びょういん,hospital,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,<+#t;D=L-,"โรงพยาบาล, สถานพยาบาล, รพ., คลินิก"
病気,びょうき,illness; sickness,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ibs3I0!xB|,"ความเจ็บป่วย; โรคภัยไข้เจ็บ, อาการป่วย, เจ็บป่วย, ไม่สบาย"
平仮名,ひらがな,hiragana,JLPT JLPT_5 JLPT_N5,k}y1F@5e8u,"ฮิรากานะ, อักษรฮิรากานะ, ตัวฮิรากานะ, ระบบเสียงฮิรากานะ"
昼,ひる,"noon, daytime",JLPT JLPT_5 JLPT_N5,i8$:v@D8x1,"เที่ยงวัน, กลางวัน, ตอนกลางวัน, ยามเที่ยง"
昼御飯,ひるごはん,"lunch, midday meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,JGK7M1P.PA,"อาหารกลางวัน, อาหารมื้อเที่ยง, มื้อกลางวัน, ข้าวเที่ยง"
広い,ひろい,spacious; wide; broad,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,nThxsh#3~a,"กว้างขวาง; กว้าง; ใหญ่, โอ่โถง, โล่ง, แผ่กว้าง"
フィルム,フィルム,film (roll of),JLPT JLPT_5 JLPT_N5,w#JO*~D@<H,"ฟิล์ม (ม้วน), ฟิล์มภาพยนตร์, ฟิล์มเนกาทีฟ, วัสดุไวแสง"
封筒,ふうとう,envelope,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,JaXU6BSc-h,"ซองจดหมาย, ซอง, ซองกระดาษ, ปลอกจดหมาย"
プール,プール,swimming pool,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,J.!iKtAY)1,"สระว่ายน้ำ, บ่อว่ายน้ำ, พูล, แอ่งน้ำว่าย"
フォーク,フォーク,fork,JLPT JLPT_5 JLPT_N5,Q#>HBX67;#,"ส้อม, ซ่อม, คราด, ส้อมอาหาร"
吹く,ふく,"to blow (wind, etc.)",Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,mo@qiT7%d3,"พัด (ลม ฯลฯ), เป่า, โกรก, พัดผ่าน"
服,ふく,clothes,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,G;N&<jI3Ep,"เสื้อผ้า, เครื่องแต่งกาย, อาภรณ์, ชุด"
二つ,ふたつ,two things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,A@M*oG}Fjm,"สองสิ่ง, สองอย่าง, สองอัน, สองชิ้น"
豚肉,ぶたにく,pork,JLPT JLPT_5 JLPT_N5,N1fM*9;kPY,"เนื้อหมู, หมู, สุกร, เนื้อสุกร"
二人,ふたり,two people,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,yRF#3ntAGH,"สองคน, บุคคลสองคน, คู่คน, สองบุคคล"
二日,ふつか,two days; second day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,dRYcz7jSL;,"สองวัน; วันที่สองของเดือน, สองทิวา, วันที่สอง, วันที่2"
太い,ふとい,"fat, thick",JLPT JLPT_5 JLPT_N5,LD`2@7dG9a,"อ้วน หนา, อวบ, ท้วม, ใหญ่"
冬,ふゆ,winter,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,reZ;<Y^{LL,"ฤดูหนาว, หน้าหนาว, ฤดูเยือกแข็ง, เหมันต์"
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,q(<}4NV?U@,"ทำให้เกิดการตก การตกลงมา (เช่น ฝน หิมะ เป็นต้น), ตก, ร่วงหล่น, โปรยปราย"
古い,ふるい,"old (in reference to objects, not people), aged, ancient",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,gH<g@fkLje,"เก่า (ในความหมายของสิ่งของ ไม่ใช่คน) แก่ชรา โบราณ, ล้าสมัย, คร่ำคร่า, เก่าแก่"
～分,～ふん,~ minutes,JLPT JLPT_5 JLPT_N5,chUnU+#xr],"~ นาที, หกสิบวินาที, ระยะนาที, ช่วงนาที"
文章,ぶんしょう,"sentence, text",JLPT JLPT_5 JLPT_N5,F&}@z14/*V,"ประโยค, ข้อความ, เนื้อหา, วรรค"
ページ,ページ,a page,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,jR*]a[JBx$,"หน้าหนึ่ง, แผ่นหน้า, หน้ากระดาษ, ปะหน้า"
下手,へた,"unskillful, poor",JLPT JLPT_5 JLPT_N5,zx]n<UpO/Q,"ไร้ฝีมือ, แย่, ไม่เก่ง, ห่วย"
ベッド,ベッド,bed,JLPT JLPT_5 JLPT_N5,mm(#F~5?W7,"เตียง, ที่นอน, แท่นนอน, ฟูก"
ペット,ペット,pet,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,Gm:f8t8t/V,"สัตว์เลี้ยง, สัตว์เลี้ยงที่บ้าน, สัตว์เพื่อน, สัตว์เลี้ยงแสนรัก"
部屋,へや,a room,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,"cB,rGZ.;c.","ห้องหนึ่ง, ห้องหับ, พื้นที่, คูหา"
辺,へん,"area, vicinity",JLPT JLPT_5 JLPT_N5,"v^uJ@o,r7C","พื้นที่, บริเวณใกล้เคียง, ย่าน, ละแวก"
ペン,ペン,pen,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PpbmxKp]%S,"ปากกา, ปากกาหมึก, ปากกาเขียน, เครื่องเขียน"
勉強,べんきょう (する),study,JLPT JLPT_3 JLPT_5 JLPT_N5,P|N-mC4itp,"ศึกษา, เรียน, เล่าเรียน, การเรียนรู้"
便利,べんり,"convenient, handy",JLPT JLPT_5 JLPT_N5,NSM1sxi#q3,"สะดวก พกพาง่าย, ง่าย, คล่องตัว, ใช้สอยง่าย"
帽子,ぼうし,hat; cap,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,whud$h6Xsa,"หมวก; หมวกแก๊ป, เกราะศีรษะ, เครื่องประดับศีรษะ, หมวกกันแดด"
ボールペン,ボールペン,ball-point pen,JLPT JLPT_5 JLPT_N5,A1a57pRAi*,"ปากกาลูกลื่น, ปากกาหมึกแห้ง, ปากกาบอลล์, ปากกาลูกเม็ด"
外,ほか,"other, the rest",JLPT JLPT_3 JLPT_5 JLPT_N5,q-Rsw+YG/*,"อื่นๆ ที่เหลือ, ที่นอกเหนือ, ส่วนที่เหลือ, อันอื่น"
ポケット,ポケット,pocket,JLPT JLPT_5 JLPT_N5,PrdL>hhb^[,"กระเป๋า, ช่อง, ถุง, กระเป๋าเสื้อ"
欲しい,ほしい,"to want, in need of",JLPT JLPT_5 JLPT_N5,"IB/)D,[pe$","ต้องการ, จำเป็น, อยากได้, ประสงค์"
ポスト,ポスト,"mailbox; post, position",JLPT JLPT_5 JLPT_N5,CSDW$^FNBN,"ตู้จดหมาย; ตำแหน่ง, ไปรษณีย์, กล่องจดหมาย, ประจำตำแหน่ง"
細い,ほそい,"thin, slender, fine",JLPT JLPT_5 JLPT_N5,zm=f9J*i)W,"ผอมบาง เรียวบาง ละเอียด, บอบบาง, ระหง, เล็กน้อย"
ボタン,ボタン,button,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b,"ปุ่ม, กระดุม, สวิตช์, ลูกบิด"
ホテル,ホテル,hotel,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`,"โรงแรม, ที่พัก, โฮสเทล, รีสอร์ท"
本,ほん,book,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX,"หนังสือ, ตำรา, พ็อกเก็ตบุ๊ก, เล่ม"
～本,～ほん,counter for long cylindrical things,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$,"ตัวนับสำหรับสิ่งของทรงกระบอกยาว, คำลักษณนามทรงกระบอก, ตัวนับทรงยาว, หน่วยนับของยาว"
本棚,ほんだな,bookshelf,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9,"ชั้นวางหนังสือ, ตู้หนังสือ, หิ้งหนังสือ, ที่เก็บหนังสือ"
本当,ほんとう,"real, true",JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E,"ของจริง ของจริง, ความจริง, แท้จริง, เป็นจริง"
～枚,～まい,counter for flat things,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m,"เคาน์เตอร์สำหรับสิ่งของแบนๆ, คำลักษณนามแผ่น, ตัวนับของแบน, หน่วยนับแผ่น"
毎朝,まいあさ,every morning,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+,"ทุกเช้า, ตื่นเช้า, ทุกๆเช้า, รุ่งอรุณ"
毎月,まいげつ; まいつき,"every month, monthly",JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj,"ทุกเดือน รายเดือน, ประจำเดือน, เป็นเดือน, ตลอดเดือน"
毎週,まいしゅう,every week,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G,"ทุกสัปดาห์, รายสัปดาห์, ประจำสัปดาห์, เป็นประจำสัปดาห์"
毎日,まいにち,every day,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1","ทุกวัน, รายวัน, ประจำวัน, เป็นประจำ"
毎年,まいねん; まいとし,"every year, yearly, annually",JLPT JLPT_5 JLPT_N5,cLTCt({=p{,"ทุกปี ทุกปี ทุกปี, รายปี, ประจำปี, ปีละครั้ง"
毎晩,まいばん,every night,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be,"ทุกคืน, คืนแล้วคืนเล่า, คืนหนึ่ง, ทุกช่วงค่ำ"
前,まえ,"before, in front",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O,"ก่อนหน้านี้ ข้างหน้า, ด้านหน้า, เบื้องหน้า, ส่วนหน้า"
～前,～まえ,in front of ~,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<,"ข้างหน้า ~, ด้านหน้าของ~, อยู่หน้า~, เบื้องหน้า~"
曲る,まがる,"to turn, to bend",JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n,"หมุน, โค้งงอ, เลี้ยว, หักเลี้ยว"
まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)",Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF,"แย่มาก (ในความหมายของอาหาร), ไม่น่ารับประทาน, รสชาติไม่พึงประสงค์, ไม่อร่อย"
また,また,and; furthermore,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2,"และยิ่งไปกว่านั้น, และอีกอย่าง, นอกจากนี้, แถม"
まだ,まだ,"yet, still, besides",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC,"ถึงกระนั้น ยังคงอยู่ นอกจากนี้, ก็ยัง, นอกเหนือ, อีกทั้ง"
町,まち,town; city,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ,"เมือง; เมืองใหญ่, ชุมชน, นคร, เขตเมือง"
待つ,まつ,to wait,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$,"รอ, คอย, เฝ้ารอ, รั้งรอ"
まっすぐ,まっすぐ,"straight (ahead), direct",JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN,"ตรงไปข้างหน้า, ตรง, โดยตรง, มุ่งตรง"
マッチ,マッチ,match,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l,"จับคู่, เข้าคู่, ตรงกัน, การแข่งขัน"
窓,まど,window,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq,"หน้าต่าง, ช่องหน้าต่าง, บานหน้าต่าง, ช่องลม"
丸い; 円い,まるい,"round, circular",JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~,"กลม, ทรงกลม, วงกลม, เป็นวง"
万,まん,ten thousand,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df,"หมื่น, หนึ่งหมื่น, สิบพัน, จำนวนหมื่น"
万年筆,まんねんひつ,fountain pen,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I,"ปากกาหมึกซึม, ปากกาน้ำ, ปากกาปอนด์, ปากกาคอแร้ง"
磨く,みがく,to brush (teeth); to polish,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-,"แปรงฟัน; ขัดฟัน, ถู, ปัด, สีฟัน"
右,みぎ,right hand side,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6,"ด้านขวามือ, ฝั่งขวา, ทางขวา, ข้างขวา"
短い,みじかい,short (length),Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>,"สั้น (ความยาว), ห้วน, ย่อ, กระชับ"
水,みず,water,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe,"น้ำ, วารี, อุทก, ธาร"
店,みせ,"store, shop",Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ,"ร้านค้า, ร้านขายของ, ห้าง, แผง"
見せる,みせる,"to show, to display",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:,"เพื่อแสดง, เพื่อแสดงให้เห็น, โชว์, อวด"
道,みち,"road, street; way, directions",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L,"ถนน, ทางเดิน; เส้นทาง, ทิศทาง, ทาง"
三日,みっか,"three days, third day of the month",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>","สามวัน วันที่สามของเดือน, 3 วัน, วันที่ 3, ระยะเวลาสามวัน"
三つ,みっつ,three things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ,"สามสิ่ง, ของสามอย่าง, สามอัน, สามอย่าง"
緑,みどり,green,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-,"สีเขียว, เขียว, ความเขียว, เขียวขจี"
皆さん,みなさん,"all of you, everyone",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/,"พวกคุณทุกคน, ทุกท่าน, ทุกคน, ท่านทั้งหลาย"
南,みなみ,South,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_,"ใต้, ทิศใต้, ทางใต้, ภาคใต้"
耳,みみ,ear,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo,"หู, ใบหู, โสต, ช่องหู"
見る,みる,"to see, to look",JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--,"เพื่อดู เพื่อมอง, เห็น, แล, จ้อง"
みんな,みんな,"all, everyone, everybody",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E),"ทั้งหมด ทุกคน ทุกๆ คน, ทุกผู้คน, ทั่วหน้า, สิ่งทั้งปวง"
六日,むいか,six days; sixth day of month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY,"หกวัน; วันที่หกของเดือน, 6 วัน, วันที่ 6, ระยะเวลาหกวัน"
向こう,むこう,"beyond, over there",JLPT JLPT_5 JLPT_N5,mQG@k1[%|C,"ไกลออกไปตรงนั้น, โน่น, ฟากนั้น, อีกฝั่ง"
難しい,むずかしい,difficult,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y,"ยาก, ลำบาก, ซับซ้อน, ยุ่งยาก"
六つ,むっつ,six things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)","หกสิ่ง, ของหกอย่าง, หกอัน, หกอย่าง"
村,むら,village,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,INP.Ccu#He,"หมู่บ้าน, บ้านนอก, ชนบท, ตำบล"
目,め,eye(s),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,dhfW}%pIM+,"ดวงตา, ตา, นัยน์ตา, ลูกตา"
メートル,メートル,meter,JLPT JLPT_5 JLPT_N5,BPMIO$2k{i,"เมตร, หน่วยเมตร, ระยะเมตร, มาตร"
眼鏡,めがね,eye glasses,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,OGc^3PJcd3,"แว่นสายตา, แว่น, แว่นตา, อุปกรณ์สวมตา"
もう,もう,already; again; more,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,C9[8>(KXKL,"อยู่แล้ว; อีกครั้ง; เพิ่มเติม, ซ้ำอีก, เรียบร้อยแล้ว, มากกว่านี้"
木曜日,もくようび,Thursday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,k#-z20ZxXI,"วันพฤหัสบดี, พฤหัสบดี, วันพฤหัสฯ, พฤหัส"
もしもし,もしもし,Hello? (used on the phone),Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,nnhl#WnLYa,"สวัสดีครับ/ค่ะ (ใช้ในการสนทนาทางโทรศัพท์), ฮัลโหล, เรียนสาย, รับสาย"
持つ,もつ,"to hold, to carry; to possess",JLPT JLPT_5 JLPT_N5,A&O@O/^cS;,"ถือ, พกพา; ครอบครอง, มี, เก็บไว้"
もっと,もっと,more,Genki Genki_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,OqdI=b3^K`,"มากกว่า, เพิ่มขึ้น, ยิ่งกว่า, อีก"
物,もの,thing (concrete object),Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"z6=4|ALO,V","สิ่งของ (วัตถุที่เป็นรูปธรรม), ของ, วัตถุ, ชิ้น"
門,もん,gate,JLPT JLPT_5 JLPT_N5,H&[yCKRvgq,"ประตู, ซุ้มประตู, ประตูรั้ว, ทางเข้า"
問題,もんだい,a problem,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,Eh6&Bnk+Z%,"ปัญหา, อุปสรรค, ข้อสงสัย, เรื่องยุ่งยาก"
～屋,～や,~ shop,JLPT_N5,ht#2@^87+],"~ ร้านค้า, ร้านขาย~, แผงขาย~, ร้าน~"
八百屋,やおや,greengrocer,JLPT JLPT_5 JLPT_N5,C[.TX0anRy,"ร้านขายผักผลไม้, ร้านผัก, ร้านผลไม้, แผงผักผลไม้"
野菜,やさい,vegetable,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,qVg2VfFKQ;,"ผัก, พืชผัก, พืชสวนครัว, ผักสด"
易しい,やさしい,"easy, plain, simple",JLPT JLPT_5 JLPT_N5,O&W|&R47Dm,"ง่าย ตรงไปตรงมา, สะดวก, ไม่ยาก, เรียบง่าย"
安い,やすい,inexpensive; cheap (things),Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ie=X%ZqpqO,"ราคาไม่แพง; ราคาถูก (ของ), ถูก, ไม่แพง, ค่าถูก"
休み,やすみ,holiday; day off; absence,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,J*/c5_R!J=,"วันหยุด; วันลา; การหยุดงาน, การพักผ่อน, การลาหยุด, ช่วงพัก"
休む,やすむ,"to rest, to have a break, to get time off",JLPT JLPT_5 JLPT_N5,i~a&f>8]D[,"เพื่อพักผ่อน เพื่อหยุดพัก เพื่อลาหยุด, พักผ่อน, หยุดพัก, ลาหยุด"
八つ,やっつ,eight things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,F=`<QfuMn*,"แปดสิ่ง, ของแปดอย่าง, แปดอัน, แปดอย่าง"
山,やま,mountain,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,FM#``XMUDZ,"ภูเขา, เทือกเขา, เขา, ดอย"
やる,やる,"to do; to give (to pets, parents, siblings, etc.)",Genki Genki_Ln.21 JLPT JLPT_4 JLPT_5 JLPT_N5,"ee,Y5GOGX?","ทำ; ให้ (แก่สัตว์เลี้ยง พ่อแม่ พี่น้อง ฯลฯ), กระทำ, ปฏิบัติ, มอบ"
夕方,ゆうがた,"late afternoon (typically just before dinner time), evening",Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,wr(&N+9Gfn,"ช่วงบ่ายแก่ๆ (โดยทั่วไปคือช่วงก่อนอาหารเย็น) หรือช่วงเย็น, ตอนเย็น, ยามเย็น, สนธยา"
夕飯,ゆうはん,"dinner, supper, evening meal",JLPT JLPT_4 JLPT_5 JLPT_N5,x@-+;z#Bdx,"อาหารเย็น, อาหารค่ำ, มื้อเย็น, ข้าวเย็น"
郵便局,ゆうびんきょく,post office,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,E9^vm]j#7*,"ที่ทำการไปรษณีย์, ไปรษณีย์, กรมไปรษณีย์, สำนักงานไปรษณีย์"
昨夜,ゆうべ,last night,JLPT JLPT_3 JLPT_5 JLPT_N5,h5wsUbx`&$,"เมื่อคืน, คืนที่ผ่านมา, คืนวาน, คืนแล้ว"
有名,ゆうめい,famous,JLPT JLPT_5 JLPT_N5,cV2lu-%dm7,"มีชื่อเสียง, โด่งดัง, เป็นที่รู้จัก, เลื่องลือ"
雪,ゆき,snow,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,jr0utv~KvB,"หิมะ, เกล็ดหิมะ, ปุยหิมะ, หิมะขาว"
ゆっくりと,ゆっくりと,"slowly, at ease",JLPT JLPT_5 JLPT_N5,w_ef65R9#},"ช้าๆ อย่างสบายๆ, ค่อยๆ, อย่างช้าๆ, สบายๆ"
八日,ようか,eight days; eighth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,Fd}WQ7nZj^,"แปดวัน; วันที่แปดของเดือน, 8 วัน, วันที่ 8, ระยะเวลาแปดวัน"
洋服,ようふく,Western-style clothes,JLPT JLPT_5 JLPT_N5,uv*)pIfBA|,"เสื้อผ้าสไตล์ตะวันตก, เสื้อฝรั่ง, ชุดฝรั่ง, เสื้อผ้าฝรั่ง"
よく,よく,"frequently, often (much); well, skillfully",Genki Genki_Ln.14 Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Fz[l>+!/Hl,"บ่อยครั้ง, บ่อยๆ (มาก); ดี, อย่างชำนาญ, เป็นประจำ"
横,よこ,beside; side; width,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,C?K**~xaVS,"ข้างๆ; ด้าน; ความกว้าง, ทางข้าง, แถบข้าง, ด้านข้าง"
四日,よっか,four days; fourth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,s(2D4IDk2],"สี่วัน; วันที่สี่ของเดือน, 4 วัน, วันที่ 4, ระยะเวลาสี่วัน"
四つ,よっつ,four things,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,BL9b_E4!L$,"สี่สิ่ง, ของสี่อย่าง, สี่อัน, สี่อย่าง"
呼ぶ,よぶ,to call (one's name); to invite,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,zV4mur-%tO,"เรียกชื่อ (ของบุคคล); เชิญ, เรียก, ชวน, ร้องเรียก"
読む,よむ,to read,JLPT JLPT_5 JLPT_N5,G8F?CvYLz|,"เพื่ออ่าน, อ่าน, อ่านหนังสือ, พินิจอ่าน"
夜,よる,"evening, night",Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,lj*phUSR[b,"ตอนเย็น กลางคืน, ยามค่ำคืน, ราตรี, ยามดึก"
弱い,よわい,weak,JLPT JLPT_5 JLPT_N5,x)3Ur1<az7,"อ่อนแอ, อ่อนกำลัง, ไม่มีแรง, ไม่แข็งแรง"
来月,らいげつ,next month,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O/Q*jP:8c|,"เดือนหน้า, เดือนถัดไป, เดือนต่อไป, เดือนข้างหน้า"
来週,らいしゅう,next week,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,h}c~#8X!n;,"สัปดาห์หน้า, อาทิตย์หน้า, สัปดาห์ถัดไป, อาทิตย์ถัดไป"
来年,らいねん,next year,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,"mvNiHK,T4b","ปีหน้า, ปีถัดไป, ปีต่อไป, ปีข้างหน้า"
ラジオ,ラジオ,radio,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,wyqA~/nA@+,"วิทยุ, เครื่องรับวิทยุ, วิทยุกระจายเสียง, การสื่อสารวิทยุ"
ラジオカセ,ラジオカセ,radio cassette player,JLPT JLPT_5 JLPT_N5,"eBPF6I+,&0","เครื่องเล่นวิทยุเทปคาสเซ็ต, วิทยุเทป, วิทยุบันทึกเทป, เครื่องเล่นเทปวิทยุ"
りっぱ,りっぱ,"splendid, fine",JLPT JLPT_3 JLPT_5 JLPT_N5,J%`%&)W1.O,"ยอดเยี่ยม ดีเยี่ยม, ดีเลิศ, สุดยอด, เลิศหรู"
留学生,りゅうがくせい,international student,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,n89-KYTMQf,"นักเรียนต่างชาติ, นักศึกษาต่างชาติ, นักเรียนจากต่างประเทศ, นักเรียนต่างแดน"
両親,りょうしん,"parents (lit., both parents)",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,L.[<hVhM?f,"พ่อแม่ (ทั้งพ่อและแม่), บิดามารดา, พ่อและแม่, มารดาบิดา"
料理,りょうり,cooking; cuisine,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,G!~TK}MKdj,"การทำอาหาร; อาหาร, การปรุงอาหาร, สำรับ, กับข้าว"
旅行,りょこう,"travel, trip",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,KmCEi1#qL@,"การเดินทาง, ทริป, เที่ยว, การท่องเที่ยว"
零,れい,"zero, nought",JLPT JLPT_3 JLPT_5 JLPT_N5,rc1t]Q^qI(,"ศูนย์, เลขศูนย์, 0"
冷蔵庫,れいぞうこ,refrigerator,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,j*=Z=Hk4*w,"ตู้เย็น, เครื่องทำความเย็น, ตู้แช่, ตู้แช่เย็น"
レコード,レコード,record,JLPT JLPT_5 JLPT_N5,xn:3qV.c32,"บันทึก, แผ่นเสียง, แผ่นบันทึกเสียง, เพลงบันทึก"
レストラン,レストラン,restaurant,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,s3y4P[QtRd,"ร้านอาหาร, ภัตตาคาร, ห้องอาหาร, ร้านกินข้าว"
練習,れんしゅう (する),(to) practice,JLPT JLPT_5 JLPT_N5,KaUYN0c91a,"(เพื่อ) ฝึกฝน, ฝึกซ้อม, ฝึกหัด, ซ้อม"
